TaxonomicName;Country;Locality;Dataset;Brood;Latitude;Longitude;Eclosion Date;Collection;CoordAccuracy;CoordinateUncertaintyInMeters;InfraspecificEpithet
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B120;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B145;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B045;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B052;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B036;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B120;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A052;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B111;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A023;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A189;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A347;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B117;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B111;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A189;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A023;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B126;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B010;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A304;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A052;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B036;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B093;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B048;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A342;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B054;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A200;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B097;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B120;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A194;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A304;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B104;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A347;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A192;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B055;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A053;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B054;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B041;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A079;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B120;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B054;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B122;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B135;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A347;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B060;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B060;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A035;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B115;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B115;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B010;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B136;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B043;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A023;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B115;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A347;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B048;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A187;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B043;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B068;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B010;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A304;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B041;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B041;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B036;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B044;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A345;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B054;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A347;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A052;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B113;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A035;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A347;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B045;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B120;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B036;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B043;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A182;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B121;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A065;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B017;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B126;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B033;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B120;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A345;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A192;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B033;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B036;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B075;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B048;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B043;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B126;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B036;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A204;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B113;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A347;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A187;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A184;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B126;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A187;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B045;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B044;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B060;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B045;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B041;0;0;;;;0;
Heliconius sp.;Ecuador;Luz de América Km 11.5;Patricio Salazar;;-1,16835;-77,78111667;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B117;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B036;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A342;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B043;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A194;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A053;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B045;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A341;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B054;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B048;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B045;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B126;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B052;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A098;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B120;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B120;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A023;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B128;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A345;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A135;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B126;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A021;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B052;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A101;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B143;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B120;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B115;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B044;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A309;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B045;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B093;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A035;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A040;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A181;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B044;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A204;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B120;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B115;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A187;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B111;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B088;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B036;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A347;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B121;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A345;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B093;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A009;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A351;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B128;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B044;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B044;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B036;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A189;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B048;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B009;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A128;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B043;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B115;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A194;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A181;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B075;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B036;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B126;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B045;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A043;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A184;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A021;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A107;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A192;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B043;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B052;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B055;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B120;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B126;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B120;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A304;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B126;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B045;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A200;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B055;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B060;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B120;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A184;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A053;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B021;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B048;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B046;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B126;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A347;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B044;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A035;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B044;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A103;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B111;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A341;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B120;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B002;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B033;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B048;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius sp.;Ecuador;Mindo - Cinto Road,;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,648;-78,7895;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A100;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A117;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B036;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A035;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B044;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B087;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B052;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A103;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B052;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A081;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B123;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B113;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A351;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B043;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A347;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B048;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B111;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A053;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A097;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B033;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B054;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B048;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A076;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B120;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B055;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A202;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B128;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A184;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B120;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B120;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B054;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B044;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B033;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A187;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A341;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B060;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B036;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A107;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A187;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B109;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A194;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A035;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B138;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B087;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B043;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B115;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A097;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B128;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B043;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B033;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A189;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A184;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B048;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B044;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A023;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A187;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B045;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A160;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B060;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A035;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B045;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B041;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A100;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B055;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;B048;0;0;;;;0;
Heliconius sp.;;;Heliconiine Butterfly Collection Records from University of Cambridge;A037;0;0;;;;0;
