TaxonomicName;Country;Locality;Dataset;Brood;Latitude;Longitude;Eclosion Date;Collection;CoordAccuracy;CoordinateUncertaintyInMeters;InfraspecificEpithet
Pseudoscada timna;Ecuador;Río Pusuno;;;0;0;;;;0;
Pseudoscada timna;Ecuador;Via Tena-Nuevo Angosta Km2.7;;;0;0;;;;0;
Pseudoscada timna;Ecuador;Finca Narupa, bridge;;;0;0;;;;0;
Pseudoscada timna;Ecuador;Ikiam Mariposario;;;0;0;;;;0;
Pseudoscada timna;Ecuador;Via Tena-Nuevo Angosta Km2.7;;;0;0;;;;0;
Pseudoscada timna;Ecuador;Río Pusuno;;;0;0;;;;0;
Pseudoscada timna;Ecuador;Río Pusuno;;;0;0;;;;0;
Pseudoscada timna;Ecuador;Río Pusuno;;;0;0;;;;0;
Pseudoscada florula ssp. aureola;Ecuador;Napo Wildlife Center tiputini trail ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5293;-76,417;;;;0;
Pseudoscada florula ssp. aureola;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pseudoscada florula ssp. aureola;Ecuador;Napo Wildlife Center  napo trail ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5097;-76,4368;;;;0;
Pseudoscada florula ssp. aureola;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pseudoscada florula ssp. aureola;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pseudoscada florula ssp. aureola;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pseudoscada florula ssp. aureola;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Pseudoscada florula ssp. ;Ecuador;Road to Shalcana;Heliconiine Butterfly Collection Records from University of Cambridge;;-1,0558;-77,70191;;;;0;
Pseudoscada florula;Ecuador;Río Pusuno;;;0;0;;;;0;
Pseudoscada florula;Ecuador;Río Pusuno;;;0;0;;;;0;
Pseudoscada florula;Ecuador;Río Pusuno;;;0;0;;;;0;
Pseudoscada florula;Ecuador;Ikiam Mariposario;;;0;0;;;;0;
Pseudoscada florula;Ecuador;Via Tena-Nuevo Angosta Km2.7;;;0;0;;;;0;
Pseudoscada florula;Ecuador;Via Tena-Nuevo Angosta Km2.7;;;0;0;;;;0;
Podotricha telesiphe;;KRW-6-3 21/2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Podotricha telesiphe;Ecuador;Yakunk-Cutucu trail, lower ridge;Heliconiine Butterfly Collection Records from University of Cambridge;;-2,761;-78,161;;;;0;
Podotricha telesiphe;;KRW 19 21/2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Podotricha telesiphe;;39-21/2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Podotricha telesiphe;Ecuador;San Francisco, casa de Arcoiris, km 23 Loja-Zamora rd.;Heliconiine Butterfly Collection Records from University of Cambridge;;-3,9883;-79,93;;;;0;
Podotricha telesiphe;Ecuador;Baeza, in river by cementerio,;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,4629;-77,891;;;;0;
Podotricha telesiphe;Ecuador;San Francisco, casa de Arcoiris, km 23 Loja-Zamora rd.;Heliconiine Butterfly Collection Records from University of Cambridge;;-3,9883;-79,93;;;;0;
Podotricha telesiphe;Ecuador;Rio Verde, S of Santa Rita de Cachaco;Heliconiine Butterfly Collection Records from University of Cambridge;;0,759;-78,3738;;;;0;
Podotricha telesiphe;Ecuador;San Francisco, casa de Arcoiris, km 23 Loja-Zamora rd.;Heliconiine Butterfly Collection Records from University of Cambridge;;-3,9883;-79,93;;;;0;
Podotricha telesiphe;;KRW 11/2/4-14;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Podotricha telesiphe;Ecuador;Tiputini Biodiversity Station, Rio Tiputini;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,7333;-76,8333;;;;0;
Podotricha telesiphe;Ecuador;Km 119 Baeza - Lago Agrio;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,178;-77,68167;;;;0;
Podotricha telesiphe;;KRW 11/2/4-15;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Podotricha telesiphe;Ecuador;San Francisco, casa de Arcoiris, km 23 Loja-Zamora rd.;Heliconiine Butterfly Collection Records from University of Cambridge;;-3,9883;-79,93;;;;0;
Podotricha telesiphe;;19-21/2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Podotricha telesiphe;;KRW 11/2/4-13;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Podotricha telesiphe;Ecuador;Yakunk-Cutucu trail, lower ridge;Heliconiine Butterfly Collection Records from University of Cambridge;;-2,761;-78,161;;;;0;
Podotricha telesiphe;;39-21/2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Podotricha telesiphe;Ecuador;San Francisco, casa de Arcoiris, km 23 Loja-Zamora rd.;Heliconiine Butterfly Collection Records from University of Cambridge;;-3,9883;-79,93;;;;0;
Podotricha telesiphe;Ecuador;Baeza, in river by cementerio,;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,4629;-77,891;;;;0;
Podotricha telesiphe;;KRW-6-1 21/2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Podotricha telesiphe;Ecuador;Baeza, in river by cementerio,;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,4629;-77,891;;;;0;
Podotricha telesiphe;Ecuador;Pastaza;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Podotricha telesiphe;;39-21/2;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Philaethria dido;Ecuador;Anangu Boca del Rio ECD OR;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,5287;-76,3948;;;;0;
Philaethria dido;Suriname;Bergendal, Brokopondo, Suriname;Heliconiine Butterfly Collection Records from University of Cambridge;;5,1377;-55,0745;;;;0;
Perrhybris pamela;Suriname;Bakhuis-Nickerie Rd, Sipaliwini, Suriname;Heliconiine Butterfly Collection Records from University of Cambridge;;4,72;-56,81;;;;0;
Patricia sp.;Ecuador;Rio Abanico, Macas;Heliconiine Butterfly Collection Records from University of Cambridge;;-2,251;-78,2;;;;0;
Patricia sp.;Ecuador;Rio Abanico, Macas;Heliconiine Butterfly Collection Records from University of Cambridge;;-2,251;-78,2;;;;0;
Patricia dercyllidas;Ecuador;Rio Abanico, Macas;Heliconiine Butterfly Collection Records from University of Cambridge;;-2,251;-78,2;;;;0;
Patricia dercyllidas;Ecuador;Rio Abanico, Macas;Heliconiine Butterfly Collection Records from University of Cambridge;;-2,251;-78,2;;;;0;
Patia orise;Ecuador;Río Pusuno;;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora vitifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Passiflora menispermifolia;;;Panama2015;;0;0;;;;0;
Papilio nireus;Kenya;Naro Moro River Lodge;;;-0,153751;37,0111791;;;;0;
Papilio demodocus;Kenya;Mukenya;;;0,3997222;36,8736111;;;;0;
Paititia neglecta;Peru;Tarapoto-Yurimaguas (Km 78),;Heliconiine Butterfly Collection Records from University of Cambridge;;-6,2392;-76,2687;;;;0;
Paititia neglecta;Peru;Tarapoto-Yurimaguas (Km8), Condoryaco;Heliconiine Butterfly Collection Records from University of Cambridge;;-6,46361;-76,33528;;;;0;
Paititia neglecta;Panamá;Pipeline road;Heliconiine Butterfly Collection Records from University of Cambridge;;9,1222;-79,7149;;;;0;
Paititia neglecta;Panamá;El Renacer, Gamboa,;Heliconiine Butterfly Collection Records from University of Cambridge;;9,1103;-79,6907;;;;0;
Paititia neglecta;Colombia;Parcela 33, Villeta - Guaduas 23.6km;Heliconiine Butterfly Collection Records from University of Cambridge;;5,658;-74,5619;;;;0;
Paititia neglecta;Panamá;Pipeline road;Heliconiine Butterfly Collection Records from University of Cambridge;;9,1222;-79,7149;;;;0;
Paititia neglecta;Peru;Tarapoto-Yurimaguas (Km 78),;Heliconiine Butterfly Collection Records from University of Cambridge;;-6,2392;-76,2687;;;;0;
Paititia neglecta;Peru;Tarapoto-Yurimaguas (Km8), Condoryaco;Heliconiine Butterfly Collection Records from University of Cambridge;;-6,46361;-76,33528;;;;0;
Paititia neglecta;Peru;Puente Aguas Verdes, above Rioja ,;Heliconiine Butterfly Collection Records from University of Cambridge;;-5,6846;-77,6576;;;;0;
Paititia neglecta;Panamá;Gamboa #183;Heliconiine Butterfly Collection Records from University of Cambridge;;9,116;-79,698;;;;0;
Paititia neglecta;Peru;Tarapoto-Yurimaguas (Km8), Condoryaco;Heliconiine Butterfly Collection Records from University of Cambridge;;-6,46361;-76,33528;;;;0;
Paititia neglecta;;;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Paititia neglecta;Panamá;El Renacer, Gamboa,;Heliconiine Butterfly Collection Records from University of Cambridge;;9,1103;-79,6907;;;;0;
Paititia neglecta;Peru;Tarapoto-Yurimaguas (Km8), Condoryaco;Heliconiine Butterfly Collection Records from University of Cambridge;;-6,46361;-76,33528;;;;0;
Paititia neglecta;;KRW 11/2/4-1;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Paititia neglecta;Peru;Tarapoto-Yurimaguas (Km8), Condoryaco;Heliconiine Butterfly Collection Records from University of Cambridge;;-6,46361;-76,33528;;;;0;
Paititia neglecta;Panamá;Gamboa #183;Heliconiine Butterfly Collection Records from University of Cambridge;;9,116;-79,698;;;;0;
Paititia neglecta;Panamá;Cerro Pirre, Cana,;Heliconiine Butterfly Collection Records from University of Cambridge;;7,7638;-77,7212;;;;0;
Pagyris cymothoe;Ecuador;Hotel Tinalandia, Alluriquin,;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,2975;-79,0517;;;;0;
Pagyris cymothoe;Ecuador;Hotel Tinalandia, Alluriquin,;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,2975;-79,0517;;;;0;
Pagyris cymothoe;Ecuador;Hotel Tinalandia, Alluriquin,;Heliconiine Butterfly Collection Records from University of Cambridge;;-0,2975;-79,0517;;;;0;
Olyras sp.;Ecuador;El Topo, Baños - Puyo road,;Heliconiine Butterfly Collection Records from University of Cambridge;;-1,39801;-78,17813;;;;0;
Olyras insignis;;Cerro Campana,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6874;-79,9197;;;;0;
Olyras insignis;;Cerro Campana,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6874;-79,9197;;;;0;
Olyras insignis;;Cerro Campana,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6874;-79,9197;;;;0;
Olyras insignis;;Cerro Campana,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6874;-79,9197;;;;0;
Olyras insignis;;Cerro Campana,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6874;-79,9197;;;;0;
Olyras insignis;;Cerro Campana,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6874;-79,9197;;;;0;
Olyras crathis ssp. staudingeri;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Oligia strigilis;United Kingdom;Madingley;Heliconiine Butterfly Collection Records from University of Cambridge;;52,2249;0,0418;;;;0;
Oligia strigilis;United Kingdom;Madingley;Heliconiine Butterfly Collection Records from University of Cambridge;;52,2249;0,0418;;;;0;
Oligia strigilis;United Kingdom;Madingley;Heliconiine Butterfly Collection Records from University of Cambridge;;52,2249;0,0418;;;;0;
Oligia strigilis;United Kingdom;Madingley;Heliconiine Butterfly Collection Records from University of Cambridge;;52,2249;0,0418;;;;0;
Oligia strigilis;United Kingdom;Madingley;Heliconiine Butterfly Collection Records from University of Cambridge;;52,2249;0,0418;;;;0;
Oligia strigilis;United Kingdom;Madingley;Heliconiine Butterfly Collection Records from University of Cambridge;;52,2249;0,0418;;;;0;
Oleria zelica ssp. pagasa;Panamá;Continental Divide Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,7853;-82,2143;;;;0;
Oleria zelica ssp. pagasa;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Oleria zelica ssp. pagasa;Panamá;Continental Divide Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,7853;-82,2143;;;;0;
Oleria zelica ssp. pagasa;Panamá;Continental Divide Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,7853;-82,2143;;;;0;
Oleria zelica;Panamá;Quebrada Aleman, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,767;-82,2326;;;;0;
Oleria zelica;Panamá;Continental Divide Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,7853;-82,2143;;;;0;
Oleria zelica;;Cerro Campana,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6874;-79,9197;;;;0;
Oleria zelica;;Cerro Campana,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6874;-79,9197;;;;0;
Oleria vicina;Panamá;Continental Divide Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,7853;-82,2143;;;;0;
Oleria vicina;Panamá;Palo Alto, Boquete,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,8027;-82,4244;;;;0;
Oleria vicina;Panamá;Palo Alto, Boquete,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,8027;-82,4244;;;;0;
Oleria vicina;Panamá;Palo Alto, Boquete,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,8027;-82,4244;;;;0;
Oleria vicina;Panamá;Los Quetzales Trail, Bajo Mono, Boquete;Heliconiine Butterfly Collection Records from University of Cambridge;;8,8138;-82,4952;;;;0;
Oleria vicina;Panamá;Los Quetzales Trail, Bajo Mono, Boquete;Heliconiine Butterfly Collection Records from University of Cambridge;;8,8138;-82,4952;;;;0;
Oleria vicina;Panamá;Palo Alto, Boquete,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,8027;-82,4244;;;;0;
Oleria vicina;Panamá;Quebrada Hornito Trail, Fortuna,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,6928;-82,2245;;;;0;
Oleria vicina;Panamá;Palo Alto, Boquete,;Heliconiine Butterfly Collection Records from University of Cambridge;;8,8027;-82,4244;;;;0;
Oleria vicina;Panamá;Los Quetzales Trail, Bajo Mono, Boquete;Heliconiine Butterfly Collection Records from University of Cambridge;;8,8138;-82,4952;;;;0;
Oleria tigilla;Ecuador;Ikiam Mariposario;;;0;0;;;;0;
Oleria sp.;;KRW 11/2/4-4;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Oleria sp.;Panamá;Rio Piñas, Campsite,;Heliconiine Butterfly Collection Records from University of Cambridge;;7,6362;-78,1897;;;;0;
Oleria sp.;Panamá;Rio Piñas, Campsite,;Heliconiine Butterfly Collection Records from University of Cambridge;;7,6362;-78,1897;;;;0;
Oleria sp.;Panamá;Rio Piñas, Campsite,;Heliconiine Butterfly Collection Records from University of Cambridge;;7,6362;-78,1897;;;;0;
Oleria sp.;Panamá;Rio Piñas, Campsite,;Heliconiine Butterfly Collection Records from University of Cambridge;;7,6362;-78,1897;;;;0;
Oleria sp.;Panamá;Pipeline road 6km,;Heliconiine Butterfly Collection Records from University of Cambridge;;0;0;;;;0;
Oleria sp.;Panamá;Rio Piñas, Campsite,;Heliconiine Butterfly Collection Records from University of Cambridge;;7,6362;-78,1897;;;;0;
Oleria sp.;Panamá;Aguas Claras, nr. Santa Rosa. Boundary of Soberania NP,;Heliconiine Butterfly Collection Records from University of Cambridge;;9,1911;-79,7117;;;;0;
